Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Triple,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Charging,Colors,_1_1,Models,Price,Quad,Single,Performance,Display,Camera,Loudspeaker_1,Battery life,GPRS,EDGE,Build,4GB,Single_1,Dual_1,Protection,128GB 4GB RAM,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,Audio quality,256GB 6GB RAM,Triple_1,64GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM,SAR EU,SAR,Stand-by,Talk time,Keyboard,Browser,Alert types,Music play,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1,Penta,256GB 12GB RAM,512GB 8GB RAM,4GB 32MB RAM,32GB 2GB RAM,Five,32GB 3GB RAM,16GB 2GB RAM,32GB 4GB RAM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y5 lite (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y5-prime-2018-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 7, 8, 20, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, December'","b'Available. Released 2018, December'",b'146.5 x 70.9 x 8.3 mm (5.77 x 2.79 x 0.33 in)',b'142 g (5.01 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'LCD',"b'5.45 inches, 76.7 cm2 (~73.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~295 ppi density)'",b'eMMC 5.1',"b'Android 8.1 Oreo (Go edition), EMUI 8'",b'Mediatek MT6739 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC (dedicated slot)',b'16GB 1GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'v4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3020 mAh, non-removable'",,"b'Black, Blue'",,b'DRA-LX5',b'About 100 EUR',,"b'8 MP, f/2.0, PDAF'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,"b'5 MP, f/2.2'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 4',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-4-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 6, 7, 8, 19, 34, 38, 39, 40, 41 - Asia'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps'","b'2018, December'","b'Available. Released 2018, December'",b'157 x 75.1 x 7.8 mm (6.18 x 2.96 x 0.31 in)',b'172 g (6.07 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.4 inches, 101.4 cm2 (~86.0% screen-to-body ratio)'",b'1080 x 2310 pixels (~398 ppi density)',b'UFS 2.1',"b'Android 9.0 (Pie), EMUI 9'",b'Kirin 970 (10 nm)',b'Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53)',b'Mali-G72 MP12',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM'",,"b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF or 20 MP, f/1.8, (wide), PDAF 16 MP, f/2.2, 13mm (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, (gyro-EIS)'",,b'HDR',"b'1080p@30fps, (gyro-EIS)'",b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, EDR, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3750 mAh, non-removable'",b'Fast charging 18W',"b'Aurora Blue, Red, White, Black'",,"b'VCE-AL00, VCE-TL00, VCE-L22'",b'About 400 EUR',,"b'25 MP, f/2.0'",,,,,,,,"b'Glass front, glass back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P smart 2019',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2019.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, December 28'","b'Available. Released 2019, January 11'",b'155.2 x 73.4 x 8 mm (6.11 x 2.89 x 0.31 in)',b'160 g (5.64 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), EMUI 9.1, Google Play Services'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 3GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30/60fps',"b'13 MP, f/1.8, PDAF 2 MP, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (POT-LX1)',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3400 mAh, non-removable'",b'Charging 10W',"b'Midnight Black, Aurora Blue, Sapphire Blue, Coral Red'",,"b'POT-LX1, POT-LX1AF, POT-LX2J, POT-LX1RUA, POT-LX3, POT-LX1A'",b'$\xe2\x80\x89168.99 / \xe2\x82\xac\xe2\x80\x89167.46 / \xc2\xa3\xe2\x80\x8999.99',,"b'16 MP or 8 MP, f/2.0'",,"b'Contrast ratio: 1345:1 (nominal), 3.069 (sunlight)'",b'Photo / Video',b'Voice 69dB / Noise 73dB / Ring 86dB',b'Endurance rating 88h',,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,b'Noise -93.1dB / Crosstalk -81.9dB',,,b'$\xe2\x80\x89319.00',,,b'0.83 W/kg (head)',,,,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x89168.99',,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Enjoy 9',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-9.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 8, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, December'","b'Available. Released 2018, December'",b'158.9 x 76.9 x 8.1 mm (6.26 x 3.03 x 0.32 in)',b'168 g (5.93 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.26 inches, 97.8 cm2 (~80.0% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~269 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 8.1 (Oreo), EMUI 8.2'",b'Qualcomm SDM450 Snapdragon 450 (14 nm)',b'Octa-core 1.8 GHz Cortex-A53',b'Adreno 506',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",b'eMMC 5.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/1.8, PDAF 2 MP, f/2.4, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Black, Red, Aurora Blue, Aurora Purple'",,"b'DUB-AL00, DUB-TL00, DUB-AL20'",b'About 130 EUR',,"b'8 MP, f/2.0'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Watch Magic',b'https://fdn2.gsmarena.com/vv/bigpic/honor-watch-magic.jpg',b'No cellular connectivity',b'N/A',,,,b'No',"b'2018, November'","b'Available. Released 2018, November'",b'42.8 x 42.8 x 9.8 mm (1.69 x 1.69 x 0.39 in)',b'32.5 g (1.16 oz)',b'No',b'OLED',"b'1.2 inches, 9.2 cm2 (~50.5% screen-to-body ratio)'","b'390 x 390 pixels, 1:1 ratio (~326 ppi density)'",b'50m water resistant',,,,,b'No',b'128MB 16MB RAM',b'No',,,,,,,b'Yes',b'No',b'No',"b'4.2, LE'","b'Yes, with GLONASS, GALILEO'",b'Yes',,b'No',b'No',"b'Accelerometer, gyro, heart rate, barometer, compass'","b'Li-Ion 178 mAh, non-removable'",,"b'Lava Black, Moonlight Silver'",,,b'About 150 EUR',,,,,,,,b'No',b'No',"b'Glass front, plastic back, stainless steel 316L frame'",,,,,,,,,,,,,,,,,,,,,,,b'Yes',b'Yes',"b'Email, IM'",b'No',b'No',,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Watch GT',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-gt.jpg',b'No cellular connectivity',b'N/A',,,,b'No',"b'2018, October'","b'Available. Released 2018, November'",b'46.5 x 46.5 x 10.6 mm (1.83 x 1.83 x 0.42 in)',b'46 g (1.62 oz)',b'No',b'OLED',"b'1.39 inches, 12.5 cm2 (~57.9% screen-to-body ratio)'","b'454 x 454 pixels, 1:1 ratio (~326 ppi density)'",b'50m water resistant',b'Huawei wearable platform',,,,b'No',b'128MB 16MB RAM',b'No',,,,,,,b'No',b'No',b'No',"b'4.2, LE, EDR'","b'Yes, with GLONASS, GALILEO'",b'No',,b'No',b'No',"b'Accelerometer, gyro, heart rate, barometer, compass'","b'Li-Ion 420 mAh, non-removable'",,"b'Black Stainless Steel, Stainless Steel'",,b'FTN-B19',b'About 200 EUR',,,,,,,,b'No',b'No',"b'Glass front, ceramic back, stainless steel frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate 20 RS Porsche Design',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20-rs-porsche-design-red.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps'","b'2018, October'","b'Available. Released 2018, December'",b'157.8 x 72.3 x 9.7 mm (6.21 x 2.85 x 0.38 in)',b'187 g (6.60 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10'","b'6.39 inches, 100.2 cm2 (~87.9% screen-to-body ratio)'","b'1440 x 3120 pixels, 19.5:9 ratio (~538 ppi density)'",b'IP68 dust/water resistant (up to 2m for 30 mins)',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'256GB 8GB RAM, 512GB 8GB RAM'",b'UFS 2.1',"b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", AF'","b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps'","b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m TOF 3D, (depth/biometrics sensor)'",b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass'","b'Li-Po 4200 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min (advertised) Qi wireless fast charging 15W Reverse wireless charging'","b'Black, Red (China only)'",b'32-bit/384kHz audio',"b'LYA-L29, LYA-AL00P'",b'About 1200 EUR',,,,,,,,,,"b'Glass front (Gorilla Glass), leather/glass back, aluminum frame'",,,,b'Corning Gorilla Glass (unspecified version)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate 20 X',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20x-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps'","b'2018, October'","b'Available. Released 2018, November'",b'174.6 x 85.4 x 8.2 mm (6.87 x 3.36 x 0.32 in)',b'232 g (8.18 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10'","b'7.2 inches, 130.7 cm2 (~87.6% screen-to-body ratio)'","b'1080 x 2244 pixels, 18.7:9 ratio (~346 ppi density)'",b'IP53 dust and splash protection Stylus (optional)',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 6GB RAM, 256GB 8GB RAM'",b'UFS 2.1',"b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", AF'","b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps'",,b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 22.5W',"b'Midnight Blue, Phantom Silver'",b'32-bit/384kHz audio',"b'EVR-L29, EVR-AL00, EVR-TL00'",b'About 580 EUR',,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m'","b'AnTuTu: 304403 (v7), 370084 (v8) GeekBench: 10118 (v4.4), 2519 (v5.1) GFXBench: 29fps (ES 3.1 onscreen)'","b'Contrast ratio: Infinite (nominal), 4.337 (sunlight)'",b'Photo / Video',b'-25.5 LUFS (Very good)',b'Endurance rating 108h',,,"b'Glass front (Gorilla Glass), glass back, aluminum frame'",,,,b'Corning Gorilla Glass (unspecified version)',,,,,b'Noise -91.5dB / Crosstalk -91.8dB',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate 20 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20-pro-1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps'","b'2018, October 16'","b'Available. Released 2018, October 31'",b'157.8 x 72.3 x 8.6 mm (6.21 x 2.85 x 0.34 in)',b'189 g (6.67 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10'","b'6.39 inches, 100.2 cm2 (~87.9% screen-to-body ratio)'","b'1440 x 3120 pixels, 19.5:9 ratio (~538 ppi density)'",b'IP68 dust/water resistant (up to 2m for 30 mins)',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'",b'UFS 2.1',"b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", PDAF'","b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps'",,b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass'","b'Li-Po 4200 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min (advertised) Fast wireless charging 15W Reverse wireless charging 2.5W'","b'Emerald Green, Midnight Blue, Twilight, Pink Gold, Black'",b'32-bit/384kHz audio',"b'LYA-L09, LYA-L29, LYA-AL00, LYA-AL10, LYA-TL00, LYA-L0C'","b'$\xe2\x80\x89499.99 / \xe2\x82\xac\xe2\x80\x89897.21 / \xc2\xa3\xe2\x80\x89399.00 / \xe2\x82\xb9\xe2\x80\x8967,490'",,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m'","b'AnTuTu: 273913 (v7), 391046 (v8) GeekBench: 9712 (v4.4) GFXBench: 17fps (ES 3.1 onscreen)'","b'Contrast ratio: 254000:1 (nominal), 4.965 (sunlight)'",b'Photo / Video',b'-28.9 LUFS (Average)',b'Endurance rating 85h',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",,,,b'Corning Gorilla Glass 5',,,,b'$\xe2\x80\x89499.99',b'Noise -87.7dB / Crosstalk -87.8dB',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate 20',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps'","b'2018, October'","b'Available. Released 2018, November'",b'158.2 x 77.2 x 8.3 mm (6.23 x 3.04 x 0.33 in)',b'188 g (6.63 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, HDR10'","b'6.53 inches, 107.5 cm2 (~88.0% screen-to-body ratio)'","b'1080 x 2244 pixels, 18.7:9 ratio (~381 ppi density)'",b'IP53 dust and splash protection',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM'",b'UFS 2.1',"b'12 MP, f/1.8, 27mm (wide), 1/2.3"", PDAF, Laser AF 8 MP, f/2.4, 54mm (telephoto), PDAF, 2x optical zoom 16 MP, f/2.2, 17mm (ultrawide)'","b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps'",,b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass'","b'Li-Po 4000 mAh, non-removable'","b'Fast charging 22.5W, 58% in 30 min (advertised)'","b'Midnight Blue, Twilight, Black, Emerald Green, Pink Gold'",b'32-bit/384kHz audio',"b'HMA-L29, HMA-L09, HMA-LX9, HMA-AL00, HMA-TL00'",b'$\xe2\x80\x89399.99 / \xc2\xa3\xe2\x80\x89499.99',,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m'",b'AnTuTu: 273913 (v7)GeekBench: 9793 (v4.4)GFXBench: 28fps (ES 3.1 onscreen)',"b'Contrast ratio: 1415:1 (nominal), 3.052 (sunlight)'",b'Photo / Video',b'Voice 74dB / Noise 70dB / Ring 82dB',b'Endurance rating 92h',,,"b'Glass front, glass back, aluminum frame'",,,,,b'$\xe2\x80\x89399.99',,,b'\xc2\xa3\xe2\x80\x89499.99',b'Noise -92.1dB / Crosstalk -85.6dB',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MediaPad T5',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, August'","b'Available. Released 2018, September'",b'243 x 164 x 7.8 mm (9.57 x 6.46 x 0.31 in)',b'460 g (1.01 lb)',b'Nano-SIM',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~74.2% screen-to-body ratio)'","b'1920 x 1200 pixels, 16:10 ratio (~224 ppi density)'",b'eMMC 5.1',"b'Android 8.0 (Oreo), EMUI 8'",b'Kirin 659 (16 nm)',b'Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53)',b'Mali-T830 MP2',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM'",,,,b'1080p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS (LTE model), GLONASS, BDS'",b'No',,b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 5100 mAh, non-removable'",,"b'Black, Champagne Gold'",,"b'AGS2-W09, AGS2-W19, AGS2-L09'",b'About 170 EUR',,"b'5 MP, f/2.4, AF'",,,,,,,,"b'Glass front, aluminum back, aluminum frame'",,"b'2 MP, f/2.4'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
